age,County,Population,FIP,Total,age_sort,year,merger
25 to 29 years,"Manassas Park city, Virginia",628,VA_685,15827,25,2012-2016,"25 to 29 yearsManassas Park city, Virginia"
25 to 29 years,"Jefferson County, West Virginia",1468,WV_037,55531,25,2012-2016,"25 to 29 yearsJefferson County, West Virginia"
30 to 34 years,"District of Columbia, District of Columbia",34033,DC_001,659009,30,2012-2016,"30 to 34 yearsDistrict of Columbia, District of Columbia"
30 to 34 years,"Calvert County, Maryland",2303,MD_009,90527,30,2012-2016,"30 to 34 yearsCalvert County, Maryland"
30 to 34 years,"Charles County, Maryland",4496,MD_017,154357,30,2012-2016,"30 to 34 yearsCharles County, Maryland"
30 to 34 years,"Frederick County, Maryland",7497,MD_021,243465,30,2012-2016,"30 to 34 yearsFrederick County, Maryland"
30 to 34 years,"Montgomery County, Maryland",34863,MD_031,1026371,30,2012-2016,"30 to 34 yearsMontgomery County, Maryland"
30 to 34 years,"Prince George's County, Maryland",32496,MD_033,897693,30,2012-2016,"30 to 34 yearsPrince George's County, Maryland"
30 to 34 years,"Arlington County, Virginia",14332,VA_013,226092,30,2012-2016,"30 to 34 yearsArlington County, Virginia"
30 to 34 years,"Clarke County, Virginia",314,VA_043,14307,30,2012-2016,"30 to 34 yearsClarke County, Virginia"
30 to 34 years,"Culpeper County, Virginia",1454,VA_047,48952,30,2012-2016,"30 to 34 yearsCulpeper County, Virginia"
30 to 34 years,"Fairfax County, Virginia",41749,VA_059,1132887,30,2012-2016,"30 to 34 yearsFairfax County, Virginia"
30 to 34 years,"Fauquier County, Virginia",1789,VA_061,68025,30,2012-2016,"30 to 34 yearsFauquier County, Virginia"
30 to 34 years,"Loudoun County, Virginia",12783,VA_107,362435,30,2012-2016,"30 to 34 yearsLoudoun County, Virginia"
30 to 34 years,"Prince William County, Virginia",16973,VA_153,443630,30,2012-2016,"30 to 34 yearsPrince William County, Virginia"
30 to 34 years,"Rappahannock County, Virginia",150,VA_157,7416,30,2012-2016,"30 to 34 yearsRappahannock County, Virginia"
30 to 34 years,"Spotsylvania County, Virginia",3984,VA_177,129181,30,2012-2016,"30 to 34 yearsSpotsylvania County, Virginia"
30 to 34 years,"Stafford County, Virginia",4623,VA_179,139548,30,2012-2016,"30 to 34 yearsStafford County, Virginia"
30 to 34 years,"Warren County, Virginia",1228,VA_187,38807,30,2012-2016,"30 to 34 yearsWarren County, Virginia"
30 to 34 years,"Alexandria city, Virginia",9227,VA_510,151473,30,2012-2016,"30 to 34 yearsAlexandria city, Virginia"
30 to 34 years,"Fairfax city, Virginia",868,VA_600,23620,30,2012-2016,"30 to 34 yearsFairfax city, Virginia"
30 to 34 years,"Falls Church city, Virginia",477,VA_610,13597,30,2012-2016,"30 to 34 yearsFalls Church city, Virginia"
30 to 34 years,"Fredericksburg city, Virginia",736,VA_630,27853,30,2012-2016,"30 to 34 yearsFredericksburg city, Virginia"
30 to 34 years,"Manassas city, Virginia",1777,VA_683,41149,30,2012-2016,"30 to 34 yearsManassas city, Virginia"
30 to 34 years,"Manassas Park city, Virginia",773,VA_685,15827,30,2012-2016,"30 to 34 yearsManassas Park city, Virginia"
30 to 34 years,"Jefferson County, West Virginia",1654,WV_037,55531,30,2012-2016,"30 to 34 yearsJefferson County, West Virginia"
35 to 39 years,"District of Columbia, District of Columbia",24647,DC_001,659009,35,2012-2016,"35 to 39 yearsDistrict of Columbia, District of Columbia"
35 to 39 years,"Calvert County, Maryland",2389,MD_009,90527,35,2012-2016,"35 to 39 yearsCalvert County, Maryland"
35 to 39 years,"Charles County, Maryland",4479,MD_017,154357,35,2012-2016,"35 to 39 yearsCharles County, Maryland"
35 to 39 years,"Frederick County, Maryland",6942,MD_021,243465,35,2012-2016,"35 to 39 yearsFrederick County, Maryland"
35 to 39 years,"Montgomery County, Maryland",35556,MD_031,1026371,35,2012-2016,"35 to 39 yearsMontgomery County, Maryland"
35 to 39 years,"Prince George's County, Maryland",29521,MD_033,897693,35,2012-2016,"35 to 39 yearsPrince George's County, Maryland"
35 to 39 years,"Arlington County, Virginia",10308,VA_013,226092,35,2012-2016,"35 to 39 yearsArlington County, Virginia"
35 to 39 years,"Clarke County, Virginia",304,VA_043,14307,35,2012-2016,"35 to 39 yearsClarke County, Virginia"
35 to 39 years,"Culpeper County, Virginia",1539,VA_047,48952,35,2012-2016,"35 to 39 yearsCulpeper County, Virginia"
35 to 39 years,"Fairfax County, Virginia",40627,VA_059,1132887,35,2012-2016,"35 to 39 yearsFairfax County, Virginia"
35 to 39 years,"Fauquier County, Virginia",1980,VA_061,68025,35,2012-2016,"35 to 39 yearsFauquier County, Virginia"
35 to 39 years,"Loudoun County, Virginia",14549,VA_107,362435,35,2012-2016,"35 to 39 yearsLoudoun County, Virginia"
35 to 39 years,"Prince William County, Virginia",16364,VA_153,443630,35,2012-2016,"35 to 39 yearsPrince William County, Virginia"
35 to 39 years,"Rappahannock County, Virginia",147,VA_157,7416,35,2012-2016,"35 to 39 yearsRappahannock County, Virginia"
35 to 39 years,"Spotsylvania County, Virginia",3919,VA_177,129181,35,2012-2016,"35 to 39 yearsSpotsylvania County, Virginia"
35 to 39 years,"Stafford County, Virginia",4623,VA_179,139548,35,2012-2016,"35 to 39 yearsStafford County, Virginia"
35 to 39 years,"Warren County, Virginia",1176,VA_187,38807,35,2012-2016,"35 to 39 yearsWarren County, Virginia"
35 to 39 years,"Alexandria city, Virginia",7375,VA_510,151473,35,2012-2016,"35 to 39 yearsAlexandria city, Virginia"
35 to 39 years,"Fairfax city, Virginia",721,VA_600,23620,35,2012-2016,"35 to 39 yearsFairfax city, Virginia"
35 to 39 years,"Falls Church city, Virginia",531,VA_610,13597,35,2012-2016,"35 to 39 yearsFalls Church city, Virginia"
35 to 39 years,"Fredericksburg city, Virginia",1093,VA_630,27853,35,2012-2016,"35 to 39 yearsFredericksburg city, Virginia"
35 to 39 years,"Manassas city, Virginia",1443,VA_683,41149,35,2012-2016,"35 to 39 yearsManassas city, Virginia"
35 to 39 years,"Manassas Park city, Virginia",684,VA_685,15827,35,2012-2016,"35 to 39 yearsManassas Park city, Virginia"
35 to 39 years,"Jefferson County, West Virginia",1649,WV_037,55531,35,2012-2016,"35 to 39 yearsJefferson County, West Virginia"
40 to 44 years,"District of Columbia, District of Columbia",21493,DC_001,659009,40,2012-2016,"40 to 44 yearsDistrict of Columbia, District of Columbia"
40 to 44 years,"Calvert County, Maryland",2759,MD_009,90527,40,2012-2016,"40 to 44 yearsCalvert County, Maryland"
40 to 44 years,"Charles County, Maryland",5378,MD_017,154357,40,2012-2016,"40 to 44 yearsCharles County, Maryland"
40 to 44 years,"Frederick County, Maryland",8898,MD_021,243465,40,2012-2016,"40 to 44 yearsFrederick County, Maryland"
40 to 44 years,"Montgomery County, Maryland",33266,MD_031,1026371,40,2012-2016,"40 to 44 yearsMontgomery County, Maryland"
40 to 44 years,"Prince George's County, Maryland",29932,MD_033,897693,40,2012-2016,"40 to 44 yearsPrince George's County, Maryland"
40 to 44 years,"Arlington County, Virginia",8801,VA_013,226092,40,2012-2016,"40 to 44 yearsArlington County, Virginia"
40 to 44 years,"Clarke County, Virginia",441,VA_043,14307,40,2012-2016,"40 to 44 yearsClarke County, Virginia"
40 to 44 years,"Culpeper County, Virginia",1831,VA_047,48952,40,2012-2016,"40 to 44 yearsCulpeper County, Virginia"
40 to 44 years,"Fairfax County, Virginia",41161,VA_059,1132887,40,2012-2016,"40 to 44 yearsFairfax County, Virginia"
40 to 44 years,"Fauquier County, Virginia",2178,VA_061,68025,40,2012-2016,"40 to 44 yearsFauquier County, Virginia"
40 to 44 years,"Loudoun County, Virginia",16972,VA_107,362435,40,2012-2016,"40 to 44 yearsLoudoun County, Virginia"
40 to 44 years,"Prince William County, Virginia",17537,VA_153,443630,40,2012-2016,"40 to 44 yearsPrince William County, Virginia"
40 to 44 years,"Rappahannock County, Virginia",270,VA_157,7416,40,2012-2016,"40 to 44 yearsRappahannock County, Virginia"
40 to 44 years,"Spotsylvania County, Virginia",4437,VA_177,129181,40,2012-2016,"40 to 44 yearsSpotsylvania County, Virginia"
40 to 44 years,"Stafford County, Virginia",4902,VA_179,139548,40,2012-2016,"40 to 44 yearsStafford County, Virginia"
40 to 44 years,"Warren County, Virginia",1090,VA_187,38807,40,2012-2016,"40 to 44 yearsWarren County, Virginia"
40 to 44 years,"Alexandria city, Virginia",6505,VA_510,151473,40,2012-2016,"40 to 44 yearsAlexandria city, Virginia"
40 to 44 years,"Fairfax city, Virginia",860,VA_600,23620,40,2012-2016,"40 to 44 yearsFairfax city, Virginia"
40 to 44 years,"Falls Church city, Virginia",503,VA_610,13597,40,2012-2016,"40 to 44 yearsFalls Church city, Virginia"
40 to 44 years,"Fredericksburg city, Virginia",768,VA_630,27853,40,2012-2016,"40 to 44 yearsFredericksburg city, Virginia"
40 to 44 years,"Manassas city, Virginia",1659,VA_683,41149,40,2012-2016,"40 to 44 yearsManassas city, Virginia"
40 to 44 years,"Manassas Park city, Virginia",571,VA_685,15827,40,2012-2016,"40 to 44 yearsManassas Park city, Virginia"
40 to 44 years,"Jefferson County, West Virginia",1935,WV_037,55531,40,2012-2016,"40 to 44 yearsJefferson County, West Virginia"
45 to 49 years,"District of Columbia, District of Columbia",19235,DC_001,659009,45,2012-2016,"45 to 49 yearsDistrict of Columbia, District of Columbia"
45 to 49 years,"Calvert County, Maryland",3837,MD_009,90527,45,2012-2016,"45 to 49 yearsCalvert County, Maryland"
45 to 49 years,"Charles County, Maryland",5964,MD_017,154357,45,2012-2016,"45 to 49 yearsCharles County, Maryland"
45 to 49 years,"Frederick County, Maryland",9438,MD_021,243465,45,2012-2016,"45 to 49 yearsFrederick County, Maryland"
45 to 49 years,"Montgomery County, Maryland",35292,MD_031,1026371,45,2012-2016,"45 to 49 yearsMontgomery County, Maryland"
45 to 49 years,"Prince George's County, Maryland",30081,MD_033,897693,45,2012-2016,"45 to 49 yearsPrince George's County, Maryland"
45 to 49 years,"Arlington County, Virginia",7796,VA_013,226092,45,2012-2016,"45 to 49 yearsArlington County, Virginia"
45 to 49 years,"Clarke County, Virginia",533,VA_043,14307,45,2012-2016,"45 to 49 yearsClarke County, Virginia"
45 to 49 years,"Culpeper County, Virginia",1908,VA_047,48952,45,2012-2016,"45 to 49 yearsCulpeper County, Virginia"
45 to 49 years,"Fairfax County, Virginia",41644,VA_059,1132887,45,2012-2016,"45 to 49 yearsFairfax County, Virginia"
45 to 49 years,"Fauquier County, Virginia",2525,VA_061,68025,45,2012-2016,"45 to 49 yearsFauquier County, Virginia"
45 to 49 years,"Loudoun County, Virginia",15323,VA_107,362435,45,2012-2016,"45 to 49 yearsLoudoun County, Virginia"
45 to 49 years,"Prince William County, Virginia",16752,VA_153,443630,45,2012-2016,"45 to 49 yearsPrince William County, Virginia"
45 to 49 years,"Rappahannock County, Virginia",224,VA_157,7416,45,2012-2016,"45 to 49 yearsRappahannock County, Virginia"
45 to 49 years,"Spotsylvania County, Virginia",4824,VA_177,129181,45,2012-2016,"45 to 49 yearsSpotsylvania County, Virginia"
45 to 49 years,"Stafford County, Virginia",5525,VA_179,139548,45,2012-2016,"45 to 49 yearsStafford County, Virginia"
45 to 49 years,"Warren County, Virginia",1603,VA_187,38807,45,2012-2016,"45 to 49 yearsWarren County, Virginia"
45 to 49 years,"Alexandria city, Virginia",5290,VA_510,151473,45,2012-2016,"45 to 49 yearsAlexandria city, Virginia"
45 to 49 years,"Fairfax city, Virginia",848,VA_600,23620,45,2012-2016,"45 to 49 yearsFairfax city, Virginia"
45 to 49 years,"Falls Church city, Virginia",427,VA_610,13597,45,2012-2016,"45 to 49 yearsFalls Church city, Virginia"
45 to 49 years,"Fredericksburg city, Virginia",677,VA_630,27853,45,2012-2016,"45 to 49 yearsFredericksburg city, Virginia"
45 to 49 years,"Manassas city, Virginia",1389,VA_683,41149,45,2012-2016,"45 to 49 yearsManassas city, Virginia"
45 to 49 years,"Manassas Park city, Virginia",745,VA_685,15827,45,2012-2016,"45 to 49 yearsManassas Park city, Virginia"
45 to 49 years,"Jefferson County, West Virginia",2105,WV_037,55531,45,2012-2016,"45 to 49 yearsJefferson County, West Virginia"
50 to 54 years,"District of Columbia, District of Columbia",19353,DC_001,659009,50,2012-2016,"50 to 54 yearsDistrict of Columbia, District of Columbia"
50 to 54 years,"Calvert County, Maryland",4155,MD_009,90527,50,2012-2016,"50 to 54 yearsCalvert County, Maryland"
50 to 54 years,"Charles County, Maryland",6143,MD_017,154357,50,2012-2016,"50 to 54 yearsCharles County, Maryland"
50 to 54 years,"Frederick County, Maryland",9939,MD_021,243465,50,2012-2016,"50 to 54 yearsFrederick County, Maryland"
50 to 54 years,"Montgomery County, Maryland",36155,MD_031,1026371,50,2012-2016,"50 to 54 yearsMontgomery County, Maryland"
50 to 54 years,"Prince George's County, Maryland",30496,MD_033,897693,50,2012-2016,"50 to 54 yearsPrince George's County, Maryland"
50 to 54 years,"Arlington County, Virginia",6961,VA_013,226092,50,2012-2016,"50 to 54 yearsArlington County, Virginia"
50 to 54 years,"Clarke County, Virginia",639,VA_043,14307,50,2012-2016,"50 to 54 yearsClarke County, Virginia"
50 to 54 years,"Culpeper County, Virginia",1947,VA_047,48952,50,2012-2016,"50 to 54 yearsCulpeper County, Virginia"
50 to 54 years,"Fairfax County, Virginia",42401,VA_059,1132887,50,2012-2016,"50 to 54 yearsFairfax County, Virginia"
50 to 54 years,"Fauquier County, Virginia",2962,VA_061,68025,50,2012-2016,"50 to 54 yearsFauquier County, Virginia"
50 to 54 years,"Loudoun County, Virginia",13772,VA_107,362435,50,2012-2016,"50 to 54 yearsLoudoun County, Virginia"
50 to 54 years,"Prince William County, Virginia",16110,VA_153,443630,50,2012-2016,"50 to 54 yearsPrince William County, Virginia"
50 to 54 years,"Rappahannock County, Virginia",288,VA_157,7416,50,2012-2016,"50 to 54 yearsRappahannock County, Virginia"
50 to 54 years,"Spotsylvania County, Virginia",4956,VA_177,129181,50,2012-2016,"50 to 54 yearsSpotsylvania County, Virginia"
50 to 54 years,"Stafford County, Virginia",5575,VA_179,139548,50,2012-2016,"50 to 54 yearsStafford County, Virginia"
50 to 54 years,"Warren County, Virginia",1626,VA_187,38807,50,2012-2016,"50 to 54 yearsWarren County, Virginia"
50 to 54 years,"Alexandria city, Virginia",4955,VA_510,151473,50,2012-2016,"50 to 54 yearsAlexandria city, Virginia"
50 to 54 years,"Fairfax city, Virginia",830,VA_600,23620,50,2012-2016,"50 to 54 yearsFairfax city, Virginia"
50 to 54 years,"Falls Church city, Virginia",520,VA_610,13597,50,2012-2016,"50 to 54 yearsFalls Church city, Virginia"
50 to 54 years,"Fredericksburg city, Virginia",696,VA_630,27853,50,2012-2016,"50 to 54 yearsFredericksburg city, Virginia"
50 to 54 years,"Manassas city, Virginia",1353,VA_683,41149,50,2012-2016,"50 to 54 yearsManassas city, Virginia"
50 to 54 years,"Manassas Park city, Virginia",501,VA_685,15827,50,2012-2016,"50 to 54 yearsManassas Park city, Virginia"
50 to 54 years,"Jefferson County, West Virginia",2249,WV_037,55531,50,2012-2016,"50 to 54 yearsJefferson County, West Virginia"
55 to 59 years,"District of Columbia, District of Columbia",17605,DC_001,659009,55,2012-2016,"55 to 59 yearsDistrict of Columbia, District of Columbia"
55 to 59 years,"Calvert County, Maryland",3252,MD_009,90527,55,2012-2016,"55 to 59 yearsCalvert County, Maryland"
55 to 59 years,"Charles County, Maryland",4959,MD_017,154357,55,2012-2016,"55 to 59 yearsCharles County, Maryland"
55 to 59 years,"Frederick County, Maryland",8454,MD_021,243465,55,2012-2016,"55 to 59 yearsFrederick County, Maryland"
55 to 59 years,"Montgomery County, Maryland",33775,MD_031,1026371,55,2012-2016,"55 to 59 yearsMontgomery County, Maryland"
55 to 59 years,"Prince George's County, Maryland",26407,MD_033,897693,55,2012-2016,"55 to 59 yearsPrince George's County, Maryland"
55 to 59 years,"Arlington County, Virginia",5740,VA_013,226092,55,2012-2016,"55 to 59 yearsArlington County, Virginia"
55 to 59 years,"Clarke County, Virginia",655,VA_043,14307,55,2012-2016,"55 to 59 yearsClarke County, Virginia"
55 to 59 years,"Culpeper County, Virginia",1594,VA_047,48952,55,2012-2016,"55 to 59 yearsCulpeper County, Virginia"
55 to 59 years,"Fairfax County, Virginia",37398,VA_059,1132887,55,2012-2016,"55 to 59 yearsFairfax County, Virginia"
55 to 59 years,"Fauquier County, Virginia",2299,VA_061,68025,55,2012-2016,"55 to 59 yearsFauquier County, Virginia"
55 to 59 years,"Loudoun County, Virginia",9529,VA_107,362435,55,2012-2016,"55 to 59 yearsLoudoun County, Virginia"
55 to 59 years,"Prince William County, Virginia",13166,VA_153,443630,55,2012-2016,"55 to 59 yearsPrince William County, Virginia"
55 to 59 years,"Rappahannock County, Virginia",251,VA_157,7416,55,2012-2016,"55 to 59 yearsRappahannock County, Virginia"
55 to 59 years,"Spotsylvania County, Virginia",4252,VA_177,129181,55,2012-2016,"55 to 59 yearsSpotsylvania County, Virginia"
55 to 59 years,"Stafford County, Virginia",4659,VA_179,139548,55,2012-2016,"55 to 59 yearsStafford County, Virginia"
55 to 59 years,"Warren County, Virginia",1379,VA_187,38807,55,2012-2016,"55 to 59 yearsWarren County, Virginia"
55 to 59 years,"Alexandria city, Virginia",4053,VA_510,151473,55,2012-2016,"55 to 59 yearsAlexandria city, Virginia"
55 to 59 years,"Fairfax city, Virginia",811,VA_600,23620,55,2012-2016,"55 to 59 yearsFairfax city, Virginia"
55 to 59 years,"Falls Church city, Virginia",353,VA_610,13597,55,2012-2016,"55 to 59 yearsFalls Church city, Virginia"
55 to 59 years,"Fredericksburg city, Virginia",731,VA_630,27853,55,2012-2016,"55 to 59 yearsFredericksburg city, Virginia"
55 to 59 years,"Manassas city, Virginia",1328,VA_683,41149,55,2012-2016,"55 to 59 yearsManassas city, Virginia"
55 to 59 years,"Manassas Park city, Virginia",464,VA_685,15827,55,2012-2016,"55 to 59 yearsManassas Park city, Virginia"
55 to 59 years,"Jefferson County, West Virginia",1808,WV_037,55531,55,2012-2016,"55 to 59 yearsJefferson County, West Virginia"
60 and 61 years,"District of Columbia, District of Columbia",6072,DC_001,659009,60,2012-2016,"60 and 61 yearsDistrict of Columbia, District of Columbia"
60 and 61 years,"Calvert County, Maryland",1274,MD_009,90527,60,2012-2016,"60 and 61 yearsCalvert County, Maryland"
60 and 61 years,"Charles County, Maryland",1771,MD_017,154357,60,2012-2016,"60 and 61 yearsCharles County, Maryland"
60 and 61 years,"Frederick County, Maryland",2843,MD_021,243465,60,2012-2016,"60 and 61 yearsFrederick County, Maryland"
60 and 61 years,"Montgomery County, Maryland",12074,MD_031,1026371,60,2012-2016,"60 and 61 yearsMontgomery County, Maryland"
60 and 61 years,"Prince George's County, Maryland",9758,MD_033,897693,60,2012-2016,"60 and 61 yearsPrince George's County, Maryland"
60 and 61 years,"Arlington County, Virginia",1897,VA_013,226092,60,2012-2016,"60 and 61 yearsArlington County, Virginia"
60 and 61 years,"Clarke County, Virginia",190,VA_043,14307,60,2012-2016,"60 and 61 yearsClarke County, Virginia"
60 and 61 years,"Culpeper County, Virginia",440,VA_047,48952,60,2012-2016,"60 and 61 yearsCulpeper County, Virginia"
60 and 61 years,"Fairfax County, Virginia",13401,VA_059,1132887,60,2012-2016,"60 and 61 yearsFairfax County, Virginia"
60 and 61 years,"Fauquier County, Virginia",909,VA_061,68025,60,2012-2016,"60 and 61 yearsFauquier County, Virginia"
60 and 61 years,"Loudoun County, Virginia",3296,VA_107,362435,60,2012-2016,"60 and 61 yearsLoudoun County, Virginia"
60 and 61 years,"Prince William County, Virginia",3856,VA_153,443630,60,2012-2016,"60 and 61 yearsPrince William County, Virginia"
60 and 61 years,"Rappahannock County, Virginia",163,VA_157,7416,60,2012-2016,"60 and 61 yearsRappahannock County, Virginia"
60 and 61 years,"Spotsylvania County, Virginia",1598,VA_177,129181,60,2012-2016,"60 and 61 yearsSpotsylvania County, Virginia"
60 and 61 years,"Stafford County, Virginia",1144,VA_179,139548,60,2012-2016,"60 and 61 yearsStafford County, Virginia"
60 and 61 years,"Warren County, Virginia",521,VA_187,38807,60,2012-2016,"60 and 61 yearsWarren County, Virginia"
60 and 61 years,"Alexandria city, Virginia",1476,VA_510,151473,60,2012-2016,"60 and 61 yearsAlexandria city, Virginia"
60 and 61 years,"Fairfax city, Virginia",253,VA_600,23620,60,2012-2016,"60 and 61 yearsFairfax city, Virginia"
60 and 61 years,"Falls Church city, Virginia",211,VA_610,13597,60,2012-2016,"60 and 61 yearsFalls Church city, Virginia"
60 and 61 years,"Fredericksburg city, Virginia",276,VA_630,27853,60,2012-2016,"60 and 61 yearsFredericksburg city, Virginia"
60 and 61 years,"Manassas city, Virginia",296,VA_683,41149,60,2012-2016,"60 and 61 yearsManassas city, Virginia"
60 and 61 years,"Manassas Park city, Virginia",130,VA_685,15827,60,2012-2016,"60 and 61 yearsManassas Park city, Virginia"
60 and 61 years,"Jefferson County, West Virginia",780,WV_037,55531,60,2012-2016,"60 and 61 yearsJefferson County, West Virginia"
62 to 64 years,"District of Columbia, District of Columbia",8580,DC_001,659009,62,2012-2016,"62 to 64 yearsDistrict of Columbia, District of Columbia"
62 to 64 years,"Calvert County, Maryland",1604,MD_009,90527,62,2012-2016,"62 to 64 yearsCalvert County, Maryland"
62 to 64 years,"Charles County, Maryland",2093,MD_017,154357,62,2012-2016,"62 to 64 yearsCharles County, Maryland"
62 to 64 years,"Frederick County, Maryland",3963,MD_021,243465,62,2012-2016,"62 to 64 yearsFrederick County, Maryland"
62 to 64 years,"Montgomery County, Maryland",16334,MD_031,1026371,62,2012-2016,"62 to 64 yearsMontgomery County, Maryland"
62 to 64 years,"Prince George's County, Maryland",13294,MD_033,897693,62,2012-2016,"62 to 64 yearsPrince George's County, Maryland"
62 to 64 years,"Arlington County, Virginia",3265,VA_013,226092,62,2012-2016,"62 to 64 yearsArlington County, Virginia"
62 to 64 years,"Clarke County, Virginia",236,VA_043,14307,62,2012-2016,"62 to 64 yearsClarke County, Virginia"
62 to 64 years,"Culpeper County, Virginia",912,VA_047,48952,62,2012-2016,"62 to 64 yearsCulpeper County, Virginia"
62 to 64 years,"Fairfax County, Virginia",18018,VA_059,1132887,62,2012-2016,"62 to 64 yearsFairfax County, Virginia"
62 to 64 years,"Fauquier County, Virginia",1463,VA_061,68025,62,2012-2016,"62 to 64 yearsFauquier County, Virginia"
62 to 64 years,"Loudoun County, Virginia",4141,VA_107,362435,62,2012-2016,"62 to 64 yearsLoudoun County, Virginia"
62 to 64 years,"Prince William County, Virginia",5432,VA_153,443630,62,2012-2016,"62 to 64 yearsPrince William County, Virginia"
62 to 64 years,"Rappahannock County, Virginia",233,VA_157,7416,62,2012-2016,"62 to 64 yearsRappahannock County, Virginia"
62 to 64 years,"Spotsylvania County, Virginia",1854,VA_177,129181,62,2012-2016,"62 to 64 yearsSpotsylvania County, Virginia"
62 to 64 years,"Stafford County, Virginia",1783,VA_179,139548,62,2012-2016,"62 to 64 yearsStafford County, Virginia"
62 to 64 years,"Warren County, Virginia",794,VA_187,38807,62,2012-2016,"62 to 64 yearsWarren County, Virginia"
62 to 64 years,"Alexandria city, Virginia",2048,VA_510,151473,62,2012-2016,"62 to 64 yearsAlexandria city, Virginia"
62 to 64 years,"Fairfax city, Virginia",439,VA_600,23620,62,2012-2016,"62 to 64 yearsFairfax city, Virginia"
62 to 64 years,"Falls Church city, Virginia",309,VA_610,13597,62,2012-2016,"62 to 64 yearsFalls Church city, Virginia"
62 to 64 years,"Fredericksburg city, Virginia",204,VA_630,27853,62,2012-2016,"62 to 64 yearsFredericksburg city, Virginia"
62 to 64 years,"Manassas city, Virginia",608,VA_683,41149,62,2012-2016,"62 to 64 yearsManassas city, Virginia"
62 to 64 years,"Manassas Park city, Virginia",149,VA_685,15827,62,2012-2016,"62 to 64 yearsManassas Park city, Virginia"
62 to 64 years,"Jefferson County, West Virginia",1062,WV_037,55531,62,2012-2016,"62 to 64 yearsJefferson County, West Virginia"
65 and 66 years,"District of Columbia, District of Columbia",4309,DC_001,659009,65,2012-2016,"65 and 66 yearsDistrict of Columbia, District of Columbia"
65 and 66 years,"Calvert County, Maryland",853,MD_009,90527,65,2012-2016,"65 and 66 yearsCalvert County, Maryland"
65 and 66 years,"Charles County, Maryland",1267,MD_017,154357,65,2012-2016,"65 and 66 yearsCharles County, Maryland"
65 and 66 years,"Frederick County, Maryland",2392,MD_021,243465,65,2012-2016,"65 and 66 yearsFrederick County, Maryland"
65 and 66 years,"Montgomery County, Maryland",9653,MD_031,1026371,65,2012-2016,"65 and 66 yearsMontgomery County, Maryland"
65 and 66 years,"Prince George's County, Maryland",7868,MD_033,897693,65,2012-2016,"65 and 66 yearsPrince George's County, Maryland"
65 and 66 years,"Arlington County, Virginia",1534,VA_013,226092,65,2012-2016,"65 and 66 yearsArlington County, Virginia"
65 and 66 years,"Clarke County, Virginia",140,VA_043,14307,65,2012-2016,"65 and 66 yearsClarke County, Virginia"
65 and 66 years,"Culpeper County, Virginia",346,VA_047,48952,65,2012-2016,"65 and 66 yearsCulpeper County, Virginia"
65 and 66 years,"Fairfax County, Virginia",10638,VA_059,1132887,65,2012-2016,"65 and 66 yearsFairfax County, Virginia"
65 and 66 years,"Fauquier County, Virginia",744,VA_061,68025,65,2012-2016,"65 and 66 yearsFauquier County, Virginia"
65 and 66 years,"Loudoun County, Virginia",2564,VA_107,362435,65,2012-2016,"65 and 66 yearsLoudoun County, Virginia"
65 and 66 years,"Prince William County, Virginia",3191,VA_153,443630,65,2012-2016,"65 and 66 yearsPrince William County, Virginia"
65 and 66 years,"Rappahannock County, Virginia",106,VA_157,7416,65,2012-2016,"65 and 66 yearsRappahannock County, Virginia"
65 and 66 years,"Spotsylvania County, Virginia",1249,VA_177,129181,65,2012-2016,"65 and 66 yearsSpotsylvania County, Virginia"
65 and 66 years,"Stafford County, Virginia",1011,VA_179,139548,65,2012-2016,"65 and 66 yearsStafford County, Virginia"
65 and 66 years,"Warren County, Virginia",438,VA_187,38807,65,2012-2016,"65 and 66 yearsWarren County, Virginia"
65 and 66 years,"Alexandria city, Virginia",1407,VA_510,151473,65,2012-2016,"65 and 66 yearsAlexandria city, Virginia"
65 and 66 years,"Fairfax city, Virginia",241,VA_600,23620,65,2012-2016,"65 and 66 yearsFairfax city, Virginia"
65 and 66 years,"Falls Church city, Virginia",100,VA_610,13597,65,2012-2016,"65 and 66 yearsFalls Church city, Virginia"
65 and 66 years,"Fredericksburg city, Virginia",272,VA_630,27853,65,2012-2016,"65 and 66 yearsFredericksburg city, Virginia"
65 and 66 years,"Manassas city, Virginia",344,VA_683,41149,65,2012-2016,"65 and 66 yearsManassas city, Virginia"
65 and 66 years,"Manassas Park city, Virginia",70,VA_685,15827,65,2012-2016,"65 and 66 yearsManassas Park city, Virginia"
65 and 66 years,"Jefferson County, West Virginia",565,WV_037,55531,65,2012-2016,"65 and 66 yearsJefferson County, West Virginia"
67 to 69 years,"District of Columbia, District of Columbia",5774,DC_001,659009,67,2012-2016,"67 to 69 yearsDistrict of Columbia, District of Columbia"
67 to 69 years,"Calvert County, Maryland",1167,MD_009,90527,67,2012-2016,"67 to 69 yearsCalvert County, Maryland"
67 to 69 years,"Charles County, Maryland",1554,MD_017,154357,67,2012-2016,"67 to 69 yearsCharles County, Maryland"
67 to 69 years,"Frederick County, Maryland",3072,MD_021,243465,67,2012-2016,"67 to 69 yearsFrederick County, Maryland"
67 to 69 years,"Montgomery County, Maryland",11816,MD_031,1026371,67,2012-2016,"67 to 69 yearsMontgomery County, Maryland"
67 to 69 years,"Prince George's County, Maryland",9356,MD_033,897693,67,2012-2016,"67 to 69 yearsPrince George's County, Maryland"
