B25036_12_built_1939_or_earlier,47595,46392,29490,6488,14911,17321,21220,17625,6197,15369,8126,4806,28707,6496,6788,18622,3579,17516,1374,39703,11130,38770,27064,10208,144374,69171,74020,15592,3762,112912,20201,7987,34009,11162,62624,2012-2016
B25036_13_renter_occupied,119028,156180,174234,7813,46728,102485,61195,44365,44233,75625,28199,9174,76959,11593,5675,46303,12903,32544,3342,108502,17326,122919,397171,33444,662356,86810,579024,39838,6141,437941,51512,30762,100576,20992,131758,2012-2016
B25036_14_built_2014_or_later,418,364,846,13,118,493,135,164,84,102,79,0,191,60,0,99,18,87,0,508,0,185,346,71,880,96,845,186,0,524,0,98,212,50,196,2012-2016
B25036_15_built_2010_to_2013,1709,1934,3612,87,781,1725,1141,443,1288,825,754,163,1228,155,36,920,118,471,30,3214,173,1387,5949,456,9042,1167,8458,1155,145,4933,632,809,730,597,1750,2012-2016
B25036_16_built_2000_to_2009,8045,13448,21029,643,3883,10247,6321,3720,7323,3708,2477,511,6780,780,259,3817,1992,2037,572,8613,533,5510,21501,3707,34372,4620,37749,4037,402,25098,4140,3727,10908,1439,8212,2012-2016
B25036_17_built_1990_to_1999,7925,9601,11364,927,3386,10676,5963,5774,5543,4093,4713,566,5531,955,292,3574,1277,2522,352,7441,1055,7877,13457,2437,18835,3899,24481,3021,430,15258,4308,2639,10866,1470,5900,2012-2016
B25036_18_built_1980_to_1989,10612,11556,11543,1230,4688,17490,7686,5706,7209,4174,4996,1590,6018,1059,561,4109,2030,2574,622,11688,1873,13435,13851,4218,20696,5382,33803,4671,833,18112,5962,2993,11929,2020,8351,2012-2016
B25036_19_built_1970_to_1979,13706,18637,17588,1145,5536,16659,10338,9175,8798,8169,3434,1558,8020,1851,556,8316,2503,3598,647,13387,2565,17728,33745,5733,42654,8970,51912,5515,1085,31703,8812,5880,18923,2602,15134,2012-2016
B25036_20_built_1960_to_1969,19866,21228,17314,665,6115,15585,9945,6062,6143,11965,3305,1201,10587,1584,392,5446,984,3093,288,13029,1946,14358,46340,4266,75772,12540,63929,3106,665,65385,7672,5522,15838,2809,18484,2012-2016
B25036_21_built_1950_to_1959,23023,21912,17491,569,6450,13580,6913,4296,4115,13692,2684,1095,12852,1242,522,5049,934,4280,182,13488,1741,13040,51908,3368,72537,21778,57449,3253,685,81575,5993,2951,14742,2511,19627,2012-2016
B25036_22_built_1940_to_1949,13380,18078,13888,409,3409,5463,3307,2247,1164,12837,1693,542,10506,588,223,3029,834,2481,97,8425,1441,7744,47745,1722,58600,9349,50305,1906,411,67371,2630,1467,5116,1038,11571,2012-2016
B25036_23_built_1939_or_earlier,20344,39422,59559,2125,12362,10567,9446,6778,2566,16060,4064,1948,15246,3319,2834,11944,2213,11401,552,28709,5999,41655,162329,7466,328968,19009,250093,12988,1485,127982,11363,4676,11312,6456,42533,2012-2016
